expiration, strike, type, price, volume
2024-12-20,  3800,  put,  72.00, 2100
2024-12-20,  3850,  put,  75.80, 704
2024-12-20,  3900,  put,  81.35, 209
2024-12-20,  3925,  put,  83.63, 266
2024-12-20,  4000,  put,  93.50, 1780
2024-12-20,  4200,  put,  122.80, 228
2024-12-20,  4250,  put,  131.90, 191
2024-12-20,  4275,  put,  136.35, 77
2024-12-20,  4300,  put,  142.50, 108
2024-12-20,  4325,  put,  148.90, 93
2024-12-20,  4350,  put,  152.08, 2553
2024-12-20,  4375,  put,  156.44, 540
2024-12-20,  4400,  put,  162.90, 1047
2024-12-20,  4425,  put,  169.60, 119
2024-12-20,  4450,  put,  173.60, 191
2024-12-20,  4500,  put,  186.19, 88
2024-12-20,  4550,  put,  198.86, 309
2024-12-20,  4600,  put,  211.87, 565
2024-12-20,  4625,  put,  225.74, 140
2024-12-20,  4650,  put,  227.11, 196
2024-12-20,  4675,  put,  235.25, 400
2024-12-20,  4700,  put,  244.68, 423
2024-12-20,  4775,  put,  271.64, 79
2024-12-20,  4850,  put,  298.59, 90
2024-12-20,  4900,  put,  319.25, 80
2025-01-17,  4800, call,  285.60, 1200
2025-01-17,  4200,  put,  129.80, 200
2025-01-17,  4700,  put,  251.87, 80
2025-06-20,  6800, call,  3.80, 120
2025-06-20,  7000, call,  2.63, 140
2025-06-20,  7400, call,  1.50, 360
2025-06-20,  7600, call,  1.16, 420
2025-06-20,  4000,  put,  136.00, 80
2025-06-20,  4100,  put,  153.10, 91
2025-06-20,  4300,  put,  192.47, 1460
2025-06-20,  4600,  put,  264.83, 83
2025-06-20,  4700,  put,  301.78, 401
2025-12-19,  4800, call,  489.42, 201
2025-12-19,  5000, call,  389.60, 82
2025-12-19,  2600,  put,  37.04, 175
2025-12-19,  4000,  put,  175.85, 97
2025-12-19,  4200,  put,  214.50, 138
2026-12-18,  5000, call,  565.31, 131
2026-12-18,  3500,  put,  148.53, 210
2026-12-18,  4600,  put,  380.00, 125
2026-12-18,  4900,  put,  480.18, 301
2026-12-18,  5000,  put,  506.73, 131
2027-12-17,  3800,  put,  240.77, 130
2027-12-17,  4600,  put,  434.84, 105
